Variable,Breakdown,Breakdown_category,Year,RD_Value,Status,Unit,Footnotes,Relative_Sampling_Error
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,E_Construction,2020,85,,Number of employees,14 and 28,68.8
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,E_Construction,2021,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,E_Construction,2022,65,,Number of employees,14 and 28,75
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,E_Construction,2023,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,E_Construction,2024,80,,Number of employees,14 and 28,67.7
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,E_Construction,2025,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,F_Wholesale Trade,2016,240,,Number of employees,14 and 28,16.9
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,F_Wholesale Trade,2018,260,,Number of employees,14 and 28,19
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,F_Wholesale Trade,2019,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,F_Wholesale Trade,2020,270,,Number of employees,14 and 28,34.7
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,F_Wholesale Trade,2021,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,F_Wholesale Trade,2022,260,,Number of employees,14 and 28,20.1
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,F_Wholesale Trade,2023,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,F_Wholesale Trade,2024,230,,Number of employees,14 and 28,23.2
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,F_Wholesale Trade,2025,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,J_Information Media and Telecommunications,2016,60,,Number of employees,3 and 14 and 28,57.3
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,J_Information Media and Telecommunications,2018,55,,Number of employees,14 and 28,31.8
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,J_Information Media and Telecommunications,2019,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,J_Information Media and Telecommunications,2020,250,,Number of employees,14 and 28,61.8
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,J_Information Media and Telecommunications,2021,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,J_Information Media and Telecommunications,2022,340,,Number of employees,14 and 28,28.2
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,J_Information Media and Telecommunications,2023,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,J_Information Media and Telecommunications,2024,360,,Number of employees,14 and 28,29.6
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,J_Information Media and Telecommunications,2025,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,K_Financial and Insurance Services,2016,90,,Number of employees,3 and 14 and 28,94.1
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,K_Financial and Insurance Services,2018,55,,Number of employees,14 and 28,71.8
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,K_Financial and Insurance Services,2019,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,K_Financial and Insurance Services,2020,160,,Number of employees,14 and 28,89.9
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,K_Financial and Insurance Services,2021,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,K_Financial and Insurance Services,2022,140,,Number of employees,14 and 28,84.1
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,K_Financial and Insurance Services,2023,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,K_Financial and Insurance Services,2024,450,,Number of employees,14 and 28,115.7
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,K_Financial and Insurance Services,2025,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2016,3,,Number of employees,3 and 14 and 28,118.7
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2018,18,,Number of employees,14 and 28,73.2
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2019,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2020,30,,Number of employees,14 and 28,72.7
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2021,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2022,60,,Number of employees,14 and 28,200.6
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2023,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2024,18,,Number of employees,14 and 28,91.5
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2025,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2016,2100,,Number of employees,14 and 28,8.4
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2018,3700,,Number of employees,14 and 28,15.4
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2019,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2020,3700,,Number of employees,14 and 28,12.7
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2021,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2022,4600,,Number of employees,14 and 28,10.4
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2023,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2024,4900,,Number of employees,14 and 28,13
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2025,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,N_Administrative and Support Services,2016,40,,Number of employees,3 and 14 and 28,50.1
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,N_Administrative and Support Services,2018,40,,Number of employees,14 and 28,64.6
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,N_Administrative and Support Services,2019,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,N_Administrative and Support Services,2020,260,,Number of employees,14 and 28,134.2
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,N_Administrative and Support Services,2021,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,N_Administrative and Support Services,2022,75,,Number of employees,14 and 28,78
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,N_Administrative and Support Services,2023,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,N_Administrative and Support Services,2024,80,,Number of employees,14 and 28,71.9
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,N_Administrative and Support Services,2025,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,O_Public Administration and Safety,2016,9,,Number of employees,3 and 14 and 28,44.1
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,O_Public Administration and Safety,2018,40,,Number of employees,3 and 14 and 28,64.4
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,O_Public Administration and Safety,2019,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,O_Public Administration and Safety,2020,18,,Number of employees,3 and 14 and 28,46.1
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,O_Public Administration and Safety,2021,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,O_Public Administration and Safety,2022,12,,Number of employees,3 and 14 and 28,20.5
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,O_Public Administration and Safety,2023,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,O_Public Administration and Safety,2024,12,,Number of employees,3 and 14 and 28,65.7
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,O_Public Administration and Safety,2025,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,P_Education and Training,2016,680,,Number of employees,3 and 14 and 28,0
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,P_Education and Training,2018,370,,Number of employees,3 and 14 and 28,0
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,P_Education and Training,2019,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,P_Education and Training,2020,640,,Number of employees,3 and 14 and 28,0
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,P_Education and Training,2021,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,P_Education and Training,2022,1000,,Number of employees,3 and 14 and 28,0
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,P_Education and Training,2023,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,P_Education and Training,2024,1100,,Number of employees,3 and 14 and 28,0
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,P_Education and Training,2025,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2016,180,,Number of employees,14 and 28,154.1
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2018,110,,Number of employees,14 and 28,46.4
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2019,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2020,180,,Number of employees,14 and 28,38.8
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2021,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2022,120,,Number of employees,14 and 28,30.8
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2023,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2024,80,,Number of employees,14 and 28,20.8
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2025,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,R_Arts and Recreation Services,2016,140,,Number of employees,3 and 14 and 28,63.7
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,R_Arts and Recreation Services,2018,15,,Number of employees,3 and 14 and 28,68.4
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,R_Arts and Recreation Services,2019,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,R_Arts and Recreation Services,2020,180,,Number of employees,3 and 14 and 28,6.7
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,R_Arts and Recreation Services,2021,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,R_Arts and Recreation Services,2022,140,,Number of employees,3 and 14 and 28,5.2
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,R_Arts and Recreation Services,2023,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,R_Arts and Recreation Services,2024,180,,Number of employees,3 and 14 and 28,10.3
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,R_Arts and Recreation Services,2025,...,,Number of employees,3 and 14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,S_Other Services,2016,6,,Number of employees,3 and 14 and 28,110.6
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,S_Other Services,2018,110,,Number of employees,3 and 14 and 28,165.7
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,S_Other Services,2019,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,S_Other Services,2020,95,,Number of employees,14 and 28,7.3
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,S_Other Services,2021,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,S_Other Services,2022,40,,Number of employees,14 and 28,86.8
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,S_Other Services,2023,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,S_Other Services,2024,25,,Number of employees,14 and 28,70.4
_23_Personnel_by_Occupation:_FTE:_Technician,ANZSIC_1_Digit,S_Other Services,2025,...,,Number of employees,14 and 28,...
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,01_Primary Industry Group,2016,100,,Number of employees,14 and 28,29.1
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,01_Primary Industry Group,2018,120,,Number of employees,14 and 28,44
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,01_Primary Industry Group,2019,110,,Number of employees,14 and 28,43.4
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,01_Primary Industry Group,2020,160,,Number of employees,14 and 28,36.3
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,01_Primary Industry Group,2021,170,,Number of employees,14 and 28,16.1
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,01_Primary Industry Group,2022,190,,Number of employees,14 and 28,95.3
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,01_Primary Industry Group,2023,250,,Number of employees,14 and 28,58.6
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,01_Primary Industry Group,2024,290,,Number of employees,14 and 28,53.2
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,01_Primary Industry Group,2025,200,,Number of employees,14 and 28,49.8
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,02_Manufacturing Industry Group,2016,1100,,Number of employees,14 and 28,12
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,02_Manufacturing Industry Group,2018,1000,,Number of employees,14 and 28,14.1
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,02_Manufacturing Industry Group,2019,930,,Number of employees,14 and 28,8.9
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,02_Manufacturing Industry Group,2020,1300,,Number of employees,14 and 28,8.9
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,02_Manufacturing Industry Group,2021,1200,,Number of employees,14 and 28,7.8
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,02_Manufacturing Industry Group,2022,1100,,Number of employees,14 and 28,7.8
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,02_Manufacturing Industry Group,2023,1300,,Number of employees,14 and 28,7.6
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,02_Manufacturing Industry Group,2024,1300,,Number of employees,14 and 28,16.1
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,02_Manufacturing Industry Group,2025,1400,,Number of employees,14 and 28,7.4
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,03_Services Industry Group,2016,1700,,Number of employees,14 and 28,16.4
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,03_Services Industry Group,2018,3300,,Number of employees,14 and 28,17.8
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,03_Services Industry Group,2019,3500,,Number of employees,14 and 28,14.8
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,03_Services Industry Group,2020,4200,,Number of employees,14 and 28,15.2
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,03_Services Industry Group,2021,4700,,Number of employees,14 and 28,11.2
_23_Personnel_by_Occupation:_FTE:_Technician,Industry,03_Services Industry Group,2022,4700,,Number of employees,14 and 28,11.2
